City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,tatarsk,55.219,75.9828,-12.94,97,100,1.08,RU,1675699748
277,zharkent,44.1628,80.0,-4.19,83,93,2.09,KZ,1675699749
278,samana,19.2056,-69.3369,28.12,78,20,2.06,DO,1675699750
279,kamenka,51.3223,42.7678,-12.89,94,77,2.87,RU,1675699750
280,lagoa,39.05,-27.9833,13.85,71,86,13.43,PT,1675699751
281,sinnamary,5.3833,-52.95,26.05,86,86,5.44,GF,1675699751
282,kerman,30.2832,57.0788,13.07,22,93,2.94,IR,1675699752
283,crixas,-14.5489,-49.9692,26.27,71,97,0.59,BR,1675699753
284,aklavik,68.2191,-135.0107,-40.62,100,94,1.08,CA,1675699753
285,ancud,-41.8697,-73.8203,16.32,61,4,3.33,CL,1675699754
286,rio gallegos,-51.6226,-69.2181,18.12,42,100,12.75,AR,1675699754
287,kavaratti,10.5669,72.642,27.24,73,4,6.0,IN,1675699755
288,san ramon,37.7799,-121.978,8.23,91,0,0.0,US,1675699755
289,jumla,29.2747,82.1838,2.85,82,45,1.45,NP,1675699756
290,santiago del estero,-27.7951,-64.2615,35.29,21,0,4.2,AR,1675699756
291,yining,29.0361,114.5636,9.65,97,100,0.47,CN,1675699757
292,malanje,-9.5402,16.341,22.32,83,70,2.38,AO,1675699757
293,xinzhi,36.4989,111.7047,6.01,42,100,0.66,CN,1675699757
294,ilulissat,69.2167,-51.1,-18.99,71,75,4.12,GL,1675699758
295,khanewal,30.3,71.9333,16.21,44,0,3.57,PK,1675699758
296,solnechnyy,50.7214,136.6319,-23.05,96,70,1.52,RU,1675699759
297,tuatapere,-46.1333,167.6833,15.23,72,75,3.89,NZ,1675699759
298,tautira,-17.7333,-149.15,26.74,78,26,7.12,PF,1675699760
299,borogontsy,62.6683,131.1683,-42.64,100,100,1.02,RU,1675699760
300,cayenne,4.9333,-52.3333,28.02,74,75,8.23,GF,1675699625
301,kaniama,-7.5667,24.1833,23.8,81,73,2.21,CD,1675699761
302,djambala,-2.5447,14.7533,26.12,58,88,2.79,CG,1675699761
303,nicoya,10.1483,-85.452,30.26,48,0,8.75,CR,1675699762
304,pa sang,18.5262,98.9394,26.11,14,2,1.24,TH,1675699762
305,borgarnes,64.5383,-21.9206,2.03,76,100,12.49,IS,1675699762
306,abu samrah,35.3029,37.1841,6.21,84,71,13.75,SY,1675699763
307,samarai,-10.6167,150.6667,25.45,90,100,4.71,PG,1675699763
308,mount darwin,-16.7725,31.5838,22.72,84,70,1.13,ZW,1675699764
309,adrar,20.5022,-10.0711,24.64,14,77,2.25,MR,1675699765
310,bodden town,19.2833,-81.25,28.33,73,40,5.66,KY,1675699765
311,sur,22.5667,59.5289,22.05,64,51,0.41,OM,1675699765
312,manyana,-23.4,21.7167,31.16,30,100,3.82,BW,1675699766
313,holbeach,52.804,0.0144,8.34,65,0,5.14,GB,1675699766
314,awjilah,29.1081,21.2869,13.45,46,79,7.61,LY,1675699767
315,mahanoro,-19.9,48.8,23.94,91,100,2.12,MG,1675699767
316,akdepe,42.0551,59.3788,5.41,51,84,6.14,TM,1675699768
317,iracoubo,5.4802,-53.2011,26.05,85,90,5.11,GF,1675699768
318,paducah,37.0834,-88.6001,11.45,73,0,3.6,US,1675699732
319,tomatlan,19.9333,-105.25,26.72,34,0,0.69,MX,1675699769
320,karatsu,33.4425,129.9697,6.62,70,100,2.63,JP,1675699769
321,svetlogorsk,52.6333,29.7333,-4.93,89,100,3.27,BY,1675699770
322,port macquarie,-31.4333,152.9167,19.38,85,24,1.91,AU,1675699564
323,hirara,24.8,125.2833,21.28,82,100,5.76,JP,1675699770
324,shaunavon,49.6501,-108.4181,-3.01,84,9,8.53,CA,1675699771
325,maceio,-9.6658,-35.7353,28.69,78,75,5.14,BR,1675699522
326,panama city,8.9936,-79.5197,31.76,61,20,6.69,PA,1675698938
327,terrace,54.5163,-128.6035,1.95,100,100,8.75,CA,1675699688
328,kita,13.0349,-9.4895,37.85,8,96,0.84,ML,1675699771
329,ubaira,-13.2681,-39.6628,34.13,32,56,2.14,BR,1675699772
330,marysville,48.0518,-122.1771,7.27,94,100,5.66,US,1675699401
331,atar,20.5169,-13.0499,26.06,14,5,3.78,MR,1675699619
332,malabo,3.75,8.7833,28.45,73,39,4.09,GQ,1675699773
333,kununurra,-15.7667,128.7333,23.99,83,13,1.03,AU,1675699774
334,verkhnyaya pyshma,56.9667,60.5808,-8.31,97,100,1.4,RU,1675699774
335,angoche,-16.2325,39.9086,24.15,96,100,1.08,MZ,1675699775
336,passo de camaragibe,-9.2368,-35.4901,28.75,74,89,4.05,BR,1675699775
337,tazovskiy,67.4667,78.7,-28.03,100,80,2.49,RU,1675699775
338,porto novo,6.4965,2.6036,30.29,63,100,5.32,BJ,1675699776
339,honiara,-9.4333,159.95,24.99,92,100,2.45,SB,1675699776
340,neiafu,-18.65,-173.9833,26.38,89,40,4.12,TO,1675699777
341,ler,8.3018,30.1418,34.44,13,19,2.42,SS,1675699777
342,nabire,-3.3667,135.4833,24.1,92,100,1.73,ID,1675699777
343,jalu,29.0331,21.5482,13.66,44,79,7.95,LY,1675699778
344,sawtell,-30.3833,153.1,22.01,78,100,2.57,AU,1675699778
345,dagana,16.5165,-15.5068,30.18,11,42,6.17,MR,1675699779
346,comodoro rivadavia,-45.8667,-67.5,23.92,25,0,6.17,AR,1675699399
347,hannibal,39.7084,-91.3585,7.53,61,0,4.63,US,1675699677
348,mwene-ditu,-7.0,23.45,23.58,76,86,2.44,CD,1675699779
349,songjianghe,42.1859,127.479,-17.53,98,9,1.32,CN,1675699780
350,bushehr,28.9684,50.8385,19.42,67,100,5.59,IR,1675699780
351,yumen,40.2833,97.2,-2.43,43,64,2.71,CN,1675699781
352,ozernovskiy,51.5,156.5167,-5.0,90,100,0.91,RU,1675699781
353,san cristobal,7.7669,-72.225,26.1,53,84,3.51,VE,1675699781
354,coahuayana,18.7333,-103.6833,28.1,37,2,1.15,MX,1675699782
355,malatya,38.5,38.0,0.16,100,100,0.59,TR,1675699782
356,otane,-39.8833,176.6333,18.34,86,19,1.03,NZ,1675699782
357,avanigadda,16.0215,80.9181,20.88,83,63,2.22,IN,1675699783
358,south venice,27.0531,-82.4243,24.04,55,0,5.14,US,1675699783
359,port lincoln,-34.7333,135.8667,16.75,83,0,6.81,AU,1675699784
360,iquitos,-3.7481,-73.2472,27.02,89,75,1.54,PE,1675699692
361,insar,53.8653,44.3738,-17.55,100,53,2.13,RU,1675699784
362,saint-georges,12.0564,-61.7485,25.78,75,100,7.88,GD,1675699728
363,roald,62.5833,6.1333,9.08,66,75,7.72,NO,1675699785
364,sabha,27.0377,14.4283,16.12,38,49,3.34,LY,1675699785
365,hailey,43.5196,-114.3153,-7.28,92,75,2.57,US,1675699631
366,flinders,-34.5833,150.8552,22.88,86,100,0.89,AU,1675699786
367,neuruppin,52.9282,12.8031,-0.08,83,43,2.97,DE,1675699787
368,willowmore,-33.2926,23.4895,31.31,32,85,1.77,ZA,1675699787
369,fortuna,40.5982,-124.1573,3.53,100,75,3.09,US,1675699787
370,thayetmyo,19.3167,95.1833,21.11,26,2,2.09,MM,1675699788
371,sibolga,1.7427,98.7792,25.31,78,100,1.03,ID,1675699788
372,nome,64.5011,-165.4064,-12.96,72,0,5.66,US,1675699789
373,namatanai,-3.6667,152.4333,25.91,84,100,2.31,PG,1675699789
374,tigil,57.8,158.6667,-19.51,95,100,1.93,RU,1675699789
375,baruun-urt,46.6806,113.2792,-19.88,86,100,1.34,MN,1675699790
376,gimli,50.6336,-96.9907,-2.5,89,99,8.56,CA,1675699790
377,pitimbu,-7.4706,-34.8086,25.33,70,67,6.8,BR,1675699791
378,oranjemund,-28.55,16.4333,20.43,83,53,5.71,NA,1675699791
379,coihaique,-45.5752,-72.0662,18.97,44,71,4.86,CL,1675699792
380,enid,36.3956,-97.8784,14.49,71,0,9.26,US,1675699792
381,portsmouth,50.799,-1.0913,10.73,80,17,0.89,GB,1675699734
382,visby,57.6409,18.296,1.12,86,0,3.09,SE,1675699792
383,klaksvik,62.2266,-6.589,8.51,90,100,17.09,FO,1675699793
384,zhuhai,22.2769,113.5678,19.92,94,40,1.03,CN,1675699793
385,berlevag,70.8578,29.0864,2.0,80,100,19.03,NO,1675699794
386,launceston,-41.45,147.1667,12.31,77,0,3.6,AU,1675699794
387,margate,51.3813,1.3862,8.28,72,10,0.89,GB,1675699795
388,mosquera,4.7059,-74.2302,17.05,55,75,2.06,CO,1675699618
389,balakhta,55.38,91.6,-24.45,100,93,0.82,RU,1675699796
390,pingliang,35.5392,106.6861,2.94,32,95,0.7,CN,1675699797
391,jijiga,9.35,42.8,19.13,24,31,7.16,ET,1675699797
392,bud,39.447,-86.1758,3.15,87,87,3.08,US,1675699798
393,pindiga,9.9833,10.9333,34.48,9,93,4.75,NG,1675699798
394,bose,45.4612,8.0137,5.11,75,97,1.78,IT,1675699799
395,maykor,59.0059,55.88,-19.31,100,68,2.08,RU,1675699799
396,tiksi,71.6872,128.8694,-34.62,100,88,2.21,RU,1675699799
397,faanui,-16.4833,-151.75,27.3,75,2,7.25,PF,1675699800
398,birao,10.2849,22.7882,34.78,8,14,2.51,CF,1675699800
399,portland,45.5234,-122.6762,6.97,91,100,3.58,US,1675699568
400,dengzhou,37.8086,120.7508,2.16,82,99,3.5,CN,1675699801
401,whitley bay,55.0397,-1.4471,9.12,65,75,1.03,GB,1675699801
402,qandala,11.472,49.8728,24.02,73,51,2.27,SO,1675699802
403,cabinda,-5.55,12.2,26.78,78,97,1.82,AO,1675699803
404,pangnirtung,66.1451,-65.7125,-35.83,96,100,1.15,CA,1675699668
405,griffith,41.5284,-87.4237,2.36,75,0,5.14,US,1675699803
406,conde,-7.2597,-34.9075,24.7,94,75,3.6,BR,1675699804
407,egvekinot,66.3167,-179.1667,-27.76,88,100,5.13,RU,1675699804
408,mbandaka,0.0487,18.2603,32.39,34,42,1.18,CD,1675699805
409,ust-ilimsk,58.0006,102.6619,-12.44,96,100,2.45,RU,1675699805
410,kailua,21.4022,-157.7394,23.99,86,75,5.14,US,1675699806
411,sadiqabad,28.3062,70.1307,19.88,27,0,1.16,PK,1675699807
412,melo,-32.3667,-54.1833,34.3,17,2,1.86,UY,1675699691
413,andenes,69.3143,16.1194,6.63,87,100,12.35,NO,1675699807
414,kalevala,65.2,31.1667,-11.83,96,89,1.87,RU,1675699808
415,tingi,-11.3,35.0333,19.17,86,100,0.24,TZ,1675699808
416,fare,-16.7,-151.0167,27.29,74,3,7.41,PF,1675699808
417,pierre,44.3683,-100.351,3.51,75,0,5.66,US,1675699809
418,shenjiamen,29.9576,122.298,9.78,96,100,4.31,CN,1675699810
419,chertkovo,49.3847,40.1547,-9.73,95,95,4.37,RU,1675699810
420,healdsburg,38.6105,-122.8692,7.36,93,0,0.0,US,1675699810
421,cordoba,-31.4135,-64.1811,37.46,21,2,2.47,AR,1675699811
422,carmelo,-33.9892,-58.2856,33.25,20,30,2.9,UY,1675699566
423,kavakli,41.0926,28.3317,2.68,92,100,14.16,TR,1675699812
424,shelburne,44.0787,-80.2041,-5.98,92,91,3.42,CA,1675699812
425,taltal,-25.4,-70.4833,22.86,73,13,2.35,CL,1675699813
426,klyuchi,52.2667,79.1667,-17.41,100,88,2.93,RU,1675699813
427,salaspils,56.8601,24.3654,1.93,90,74,3.27,LV,1675699814
428,vestmannaeyjar,63.4427,-20.2734,1.55,86,75,8.23,IS,1675699814
429,isiolo,0.3546,37.5822,24.03,38,6,4.24,KE,1675699815
430,yatou,37.15,122.3833,1.92,87,61,2.82,CN,1675699815
431,morganton,35.7454,-81.6848,14.45,42,0,1.79,US,1675699815
432,korla,41.7597,86.1469,0.32,52,100,1.29,CN,1675699816
433,waitati,-45.75,170.5667,14.89,90,98,2.03,NZ,1675699816
434,vila velha,-20.3297,-40.2925,31.97,72,0,7.72,BR,1675699817
435,shingu,33.7333,135.9833,8.84,58,100,1.52,JP,1675699819
436,sao filipe,14.8961,-24.4956,21.06,59,43,7.06,CV,1675699820
437,ustka,54.5805,16.8619,0.22,86,20,3.0,PL,1675699821
438,carutapera,-1.195,-46.02,28.6,73,92,3.11,BR,1675699821
439,ambon,-3.6954,128.1814,26.08,89,40,1.54,ID,1675699822
440,la primavera,5.4906,-70.4092,32.02,38,89,5.92,CO,1675699822
441,nanortalik,60.1432,-45.2371,-9.51,83,100,3.26,GL,1675699823
442,juneau,58.3019,-134.4197,2.34,97,100,1.54,US,1675699547
443,bali chak,22.3667,87.55,19.34,71,1,3.23,IN,1675699823
444,ilhabela,-23.7781,-45.3581,27.53,79,82,1.92,BR,1675699597
445,marienburg,54.0359,19.0266,1.61,85,96,1.89,PL,1675699824
446,veraval,20.9,70.3667,21.9,73,0,6.4,IN,1675699825
447,san carlos del zulia,9.0,-71.9135,31.41,51,28,1.93,VE,1675699825
448,bulgan,48.8125,103.5347,-19.59,98,57,1.69,MN,1675699825
449,aromashevo,56.8602,68.6375,-17.12,100,100,1.05,RU,1675699826
450,cody,44.5263,-109.0565,1.12,51,100,2.57,US,1675699826
451,avera,33.194,-82.5271,15.31,50,0,2.91,US,1675699827
452,gamba,-2.65,10.0,28.14,66,68,4.14,GA,1675699827
453,maniitsoq,65.4167,-52.9,-14.37,87,100,2.01,GL,1675699827
454,savannah bight,16.45,-85.85,26.08,70,4,5.94,HN,1675699828
455,alice springs,-23.7,133.8833,20.75,64,100,1.03,AU,1675699724
456,kabinda,-6.1333,24.4833,24.91,67,95,0.76,CD,1675699829
457,farafangana,-22.8167,47.8333,23.67,91,100,3.19,MG,1675699829
458,provideniya,64.3833,-173.3,-22.46,97,76,0.86,RU,1675699829
459,benguela,-12.5763,13.4055,27.21,68,76,4.1,AO,1675699830
460,verkhnyaya sinyachikha,57.976,61.6673,-10.34,98,100,1.41,RU,1675699830
461,wallacetown,-46.3333,168.2667,15.38,65,19,4.5,NZ,1675699831
462,denpasar,-8.65,115.2167,25.81,94,75,7.72,ID,1675699685
463,sao desiderio,-12.3633,-44.9733,32.52,38,17,2.74,BR,1675699831
464,bodhan,18.6667,77.9,24.98,23,6,1.57,IN,1675699831
465,baker city,44.7749,-117.8344,1.84,69,0,2.06,US,1675699832
466,nyurba,63.2842,118.3319,-37.6,99,99,1.25,RU,1675699833
467,barranca,-10.75,-77.7667,21.82,84,99,1.19,PE,1675699833
468,hasaki,35.7333,140.8333,5.22,52,100,5.26,JP,1675699833
469,birjand,32.8663,59.2211,8.21,42,100,3.7,IR,1675699834
470,ondjiva,-17.0667,15.7333,27.21,41,77,4.32,AO,1675699834
471,hovd,48.0056,91.6419,-16.14,87,12,1.6,MN,1675699834
472,maningrida,-12.0667,134.2667,26.51,74,97,1.4,AU,1675699835
473,suslovo,56.2167,88.1167,-20.07,96,94,1.88,RU,1675699835
474,merke,42.8728,73.1786,-0.17,80,100,1.55,KZ,1675699835
475,ploemeur,47.7333,-3.4333,10.05,51,0,7.72,FR,1675699836
476,praia da vitoria,38.7333,-27.0667,15.42,82,98,12.84,PT,1675699836
477,gasa,31.5,34.4667,13.27,63,100,11.52,PS,1675699547
478,asau,46.4333,26.4,-3.49,92,98,2.98,RO,1675699837
479,dingle,10.9995,122.6711,23.97,91,57,3.28,PH,1675699710
480,posse,-14.0931,-46.3694,27.43,60,76,1.2,BR,1675699666
481,maryborough,-25.5333,152.7,22.16,79,5,2.55,AU,1675699648
482,chapais,49.7834,-74.8492,-17.08,86,60,1.06,CA,1675699838
483,port-gentil,-0.7193,8.7815,28.98,74,20,5.14,GA,1675699838
484,saint-denis,48.9167,2.3333,8.46,57,0,5.14,FR,1675699839
485,pacanga,-7.1667,-79.5,26.46,62,83,2.42,PE,1675699839
486,kanniyakumari,8.0833,77.5667,25.79,77,100,2.8,IN,1675699839
487,halifax,44.6453,-63.5724,5.81,96,100,0.45,CA,1675699249
488,college,64.8569,-147.8028,-20.03,84,75,2.06,US,1675699840
489,copiapo,-27.3667,-70.3333,28.4,39,0,3.61,CL,1675699732
490,jabinyanah,35.035,10.9081,13.24,59,83,4.89,TN,1675699841
491,calvinia,-31.4707,19.776,29.02,24,27,9.05,ZA,1675699842
492,moree,-29.4667,149.85,24.93,55,59,6.65,AU,1675699842
493,gattaran,18.0557,121.641,21.57,96,13,1.09,PH,1675699843
494,merritt island,28.5392,-80.672,23.05,59,0,6.71,US,1675699843
495,santo domingo,18.5001,-69.9886,28.85,72,40,2.24,DO,1675699507
496,los llanos de aridane,28.6585,-17.9182,16.86,77,75,8.23,ES,1675699844
497,yenagoa,4.9247,6.2642,32.24,51,59,4.23,NG,1675699845
498,pozzallo,36.7305,14.8499,9.36,58,31,0.45,IT,1675699845
499,linqing,36.8456,115.7117,3.06,62,79,2.96,CN,1675699846
500,valdivia,-39.8142,-73.2459,25.74,27,0,1.64,CL,1675699846
501,saint-francois,46.4154,3.9054,6.69,67,75,5.66,FR,1675699846
502,abha,18.2164,42.5053,16.14,59,0,2.06,SA,1675699847
503,rio pardo de minas,-15.6097,-42.5397,30.25,39,1,2.52,BR,1675699847
504,itumba,-9.4,33.1833,18.91,91,78,1.11,TZ,1675699847
505,linxia,35.6003,103.2064,-1.01,43,73,0.85,CN,1675699848
506,banda aceh,5.5577,95.3222,25.44,85,99,2.53,ID,1675699848
507,yashkino,55.8736,85.4265,-20.04,100,96,1.41,RU,1675699849
508,galle,6.0367,80.217,25.35,83,100,0.38,LK,1675699849
509,kuruman,-27.4524,23.4325,30.55,49,100,4.23,ZA,1675699849
510,lakes entrance,-37.8811,147.981,13.98,93,25,3.43,AU,1675699850
511,hemnesberget,66.2333,13.6333,5.32,95,100,7.27,NO,1675699850
512,mogadishu,2.0371,45.3438,25.32,83,12,8.37,SO,1675699850
513,murmashi,68.8154,32.8115,-11.77,100,0,1.0,RU,1675699851
514,sept-iles,50.2001,-66.3821,-9.41,86,79,0.45,CA,1675699828
515,san clemente,33.427,-117.612,11.91,85,0,2.68,US,1675699851
516,constitucion,-35.3333,-72.4167,21.4,61,8,4.08,CL,1675699847
517,independence,39.0911,-94.4155,13.9,66,0,8.75,US,1675699786
518,kilgore,32.3863,-94.8758,17.41,88,100,5.14,US,1675699852
519,general roca,-39.0333,-67.5833,31.46,31,1,4.05,AR,1675699852
520,wilmington,34.2257,-77.9447,15.0,56,0,9.26,US,1675699844
521,hofn,64.2539,-15.2082,3.01,75,75,6.17,IS,1675699853
522,port said,31.2565,32.2841,14.41,55,82,14.24,EG,1675699854
523,sakakah,29.9697,40.2064,14.15,28,3,5.25,SA,1675699710
524,padang,-0.9492,100.3543,25.03,74,99,1.81,ID,1675699650
525,brejo santo,-7.4933,-38.9872,32.62,37,73,1.37,BR,1675699854
526,kropotkin,45.4375,40.5756,0.02,64,100,8.6,RU,1675699854
527,lompoc,34.6391,-120.4579,9.32,74,20,12.07,US,1675699855
528,santa lucia,27.9117,-15.5407,15.62,52,40,7.2,ES,1675699855
529,kangaatsiaq,68.3065,-53.4641,-19.7,92,100,3.98,GL,1675699856
530,kholodnyy,62.7167,147.95,-38.67,100,97,1.38,RU,1675699856
531,uvat,59.1433,68.8953,-16.12,98,100,1.07,RU,1675699856
532,vigrestad,58.5667,5.7,6.81,87,100,2.81,NO,1675699857
533,talavera de la reina,39.9635,-4.8308,11.89,39,4,8.39,ES,1675699857
534,boueni,-12.9025,45.0761,26.99,75,100,3.81,YT,1675699857
535,tabuk,17.4189,121.4443,22.0,95,52,0.82,PH,1675699858
536,saint-augustin,51.226,-58.6502,-14.7,69,100,3.86,CA,1675699858
537,verkh-chebula,56.0308,87.6218,-21.72,100,95,1.79,RU,1675699859
538,namibe,-15.1961,12.1522,23.19,74,69,5.95,AO,1675699859
539,ullal,12.8,74.85,25.73,81,92,2.77,IN,1675699859
540,santa maria,-29.6842,-53.8069,31.97,31,0,1.82,BR,1675699814
541,richards bay,-28.783,32.0377,26.3,74,10,2.63,ZA,1675699860
542,port moresby,-9.4431,147.1797,24.16,90,100,2.89,PG,1675699860
543,la ronge,55.1001,-105.2842,-9.16,85,81,6.64,CA,1675699861
544,sharjah,25.3573,55.4033,22.99,73,0,2.06,AE,1675699770
545,teeli,51.0333,90.2333,-18.83,92,86,0.92,RU,1675699861
546,aosta,45.7667,7.4167,-1.47,64,0,7.2,IT,1675699862
547,florianopolis,-27.6146,-48.5012,29.79,61,20,5.66,BR,1675699433
548,kungurtug,50.5994,97.5228,-23.46,100,83,1.01,RU,1675699862
549,kalmunai,7.4167,81.8167,24.42,91,77,2.72,LK,1675699779
550,marsabit,2.3284,37.9899,24.03,29,57,3.41,KE,1675699863
551,tokur,53.1333,132.9,-24.95,99,100,1.15,RU,1675699864
552,leisure city,25.4954,-80.4292,27.0,75,20,4.12,US,1675699865
